YYYY,MM,DD,HH24,MI format in Local standard time,Air Temperature in degrees C,Relative humidity in percentage %,Wind speed in km/h
2019,6,4,1,30,5.6,91,12.7
2019,6,4,2,0,6.5,89,10.7
2019,6,4,2,30,6.6,89,14.5
2019,6,4,3,0,6.9,91,12.5
2019,6,4,3,30,7.4,91,15.1
2019,6,4,4,0,8,90,20.3
2019,6,4,4,30,7.8,86,18.2
2019,6,4,5,0,8,86,19.5
2019,6,4,5,30,7.6,90,21.7
2019,6,4,6,0,7.3,88,16.5
2019,6,4,6,30,7.4,87,15.5
2019,6,4,7,0,6.7,91,14.4
2019,6,4,7,30,6.6,95,11.3
2019,6,4,8,0,7.2,94,8.1
2019,6,4,8,30,7.9,89,15.3
2019,6,4,9,0,8.4,87,24
2019,6,4,9,30,9,84,15.4
2019,6,4,10,0,9.2,69,19.8
2019,6,4,10,30,9.3,68,22.2
2019,6,4,11,0,10.4,66,19.3
2019,6,4,11,30,10,65,24.7
2019,6,4,12,0,10.7,62,22.2
2019,6,4,12,30,11.2,63,19
2019,6,4,13,0,11.5,63,23.3
2019,6,4,13,30,11.4,61,23.8
2019,6,4,14,0,10.9,62,27.1
2019,6,4,14,30,11.4,57,24.6
2019,6,4,15,0,11.8,55,24.4
2019,6,4,15,30,11.4,56,21.3
2019,6,4,16,0,10.9,58,22.9
2019,6,4,16,30,10.5,61,23.3
2019,6,4,17,0,9.7,65,20.6
2019,6,4,17,30,9.3,67,17.4
2019,6,4,18,0,8.7,70,13.1
2019,6,4,18,30,7.8,79,10
2019,6,4,19,0,7,82,9.4
2019,6,4,19,30,6.3,86,9.2
2019,6,4,20,0,8,83,12.6
2019,6,4,20,30,7.6,90,10.9
2019,6,4,21,0,8.2,92,11.9
2019,6,4,21,30,8.2,93,13.6
2019,6,4,22,0,8.5,89,12.2
2019,6,4,22,30,8.8,84,15.2
2019,6,4,23,0,8.3,89,14.2
2019,6,4,23,30,8.6,85,11.9
2019,6,5,0,0,8.4,86,13.2
2019,6,5,0,30,9,82,16.9
2019,6,5,1,0,9,86,23.5
2019,6,5,1,30,8.5,89,22.2
2019,6,5,2,0,8.2,93,20.4
2019,6,5,2,30,7.8,94,22
2019,6,5,3,0,8,93,19.4
2019,6,5,3,30,8.1,93,20.3
2019,6,5,4,0,8.3,92,17.6
2019,6,5,4,30,8.5,89,18.7
2019,6,5,5,0,8.5,86,15.1
2019,6,5,5,30,8.6,85,17.3
2019,6,5,6,0,8.3,86,14.3
2019,6,5,6,30,8.3,86,12.9
2019,6,5,7,0,8.2,86,13.9
2019,6,5,7,30,8.2,86,11
2019,6,5,8,0,8.6,85,13
2019,6,5,8,30,8.8,84,15.3
2019,6,5,9,0,9.4,80,19.1
2019,6,5,9,30,9.3,81,22
2019,6,5,10,0,9.9,78,19.5
2019,6,5,10,30,10.8,74,17.3
2019,6,5,11,0,10.9,70,20.5
2019,6,5,11,30,11,69,22.8
2019,6,5,12,0,11.3,69,18.9
2019,6,5,12,30,11.8,63,19.8
2019,6,5,13,0,11.6,62,18.8
2019,6,5,13,30,11.6,62,22.4
2019,6,5,14,0,11.7,56,19.8
2019,6,5,14,30,11.7,55,23.6
2019,6,5,15,0,11.3,60,21.8
2019,6,5,15,30,11.1,59,23
2019,6,5,16,0,11.1,63,14.8
2019,6,5,16,30,10.8,63,23.6
2019,6,5,17,0,10.6,62,22.1
2019,6,5,17,30,10.5,60,15.8
2019,6,5,18,0,10.3,64,14.3
2019,6,5,18,30,10,70,13.7
2019,6,5,19,0,10.1,70,13.3
2019,6,5,19,30,10,72,13.1
2019,6,5,20,0,9.9,73,13.7
2019,6,5,20,30,9.8,74,17.9
2019,6,5,21,0,9.7,74,14.5
2019,6,5,21,30,9.5,77,16.8
2019,6,5,22,0,9.6,76,16.4
2019,6,5,22,30,9.6,76,18.3
2019,6,5,23,0,9.7,76,19.9
2019,6,5,23,30,9.7,79,19.1
2019,6,6,0,0,9.8,78,20
2019,6,6,0,30,9.7,80,19.2
2019,6,6,1,0,9.7,80,17.6
2019,6,6,1,30,9.8,80,20.8
2019,6,6,2,0,9.8,82,19
2019,6,6,2,30,9.8,83,18
2019,6,6,3,0,9.9,83,22.2
2019,6,6,3,30,9.9,84,21.7
2019,6,6,4,0,9.9,85,20.5
2019,6,6,4,30,9.9,85,15.3
2019,6,6,5,0,9.8,87,15.6
2019,6,6,5,30,9.9,87,15.8
2019,6,6,6,0,10,87,17.6
2019,6,6,6,30,10.2,87,21.2
2019,6,6,7,0,10.1,88,20.7
2019,6,6,7,30,10.2,88,21.3
2019,6,6,8,0,10.4,87,21.9
2019,6,6,8,30,10.7,87,23.8
2019,6,6,9,0,11.4,84,20.2
2019,6,6,9,30,11.5,83,24.1
2019,6,6,10,0,12.2,81,22.2
2019,6,6,10,30,12.2,81,25
2019,6,6,11,0,13.2,77,25.1
2019,6,6,11,30,13.5,76,23.3
2019,6,6,12,0,13.4,75,21.6
2019,6,6,12,30,13.6,75,19.5
2019,6,6,13,0,13.9,72,18.7
2019,6,6,13,30,13.8,71,21.3
2019,6,6,14,0,13.7,69,16.9
2019,6,6,14,30,13.7,74,15.8
2019,6,6,15,0,14.2,71,14.4
2019,6,6,15,30,14.1,70,14.2
2019,6,6,16,0,13.6,75,16.8
2019,6,6,16,30,12.5,81,14.9
2019,6,6,17,0,12.2,83,12.5
2019,6,6,17,30,12.3,82,13.8
2019,6,6,18,0,12,84,11.1
2019,6,6,18,30,12,85,9.5
2019,6,6,19,0,11.6,90,7.6
2019,6,6,19,30,11.7,89,4.3
2019,6,6,20,0,11.6,90,7.4
2019,6,6,20,30,11.5,91,9.8
2019,6,6,21,0,11.5,92,8.8
2019,6,6,21,30,11.3,92,2.8
2019,6,6,22,0,11.5,89,6.4
2019,6,6,22,30,11.4,87,9.1
2019,6,6,23,0,11.3,87,7.3
2019,6,6,23,30,11.3,86,0
2019,6,7,0,0,11.1,87,1.3
2019,6,7,0,30,10.9,86,10
2019,6,7,1,0,10.8,86,9
2019,6,7,1,30,10.9,85,8.1
2019,6,7,2,0,10.9,83,8.8
2019,6,7,2,30,10.5,86,4.7
2019,6,7,3,0,10.5,84,0
2019,6,7,3,30,10.5,86,5.3
2019,6,7,4,0,10.5,84,6.5
2019,6,7,4,30,10.1,86,8.9
2019,6,7,5,0,10.3,84,7.5
2019,6,7,5,30,10.5,82,7.6
2019,6,7,6,0,10.3,83,7
2019,6,7,6,30,10.4,82,6.4
2019,6,7,7,0,10.1,84,4.9
2019,6,7,7,30,10.1,86,7.6
2019,6,7,8,0,10.5,82,7.2
2019,6,7,8,30,10.6,81,2.7
2019,6,7,9,0,10.8,76,6.5
2019,6,7,9,30,11,75,9.7
2019,6,7,10,0,11.1,73,8.4
2019,6,7,10,30,11.5,73,4.1
2019,6,7,11,0,13.2,66,8.7
2019,6,7,11,30,13.3,64,4.9
2019,6,7,12,0,13.3,66,4.3
2019,6,7,12,30,14,61,8.2
2019,6,7,13,0,14.7,61,10.8
2019,6,7,13,30,15.7,56,14.6
2019,6,7,14,0,16.4,46,18.3
2019,6,7,14,30,16.5,47,22.4
2019,6,7,15,0,17,47,19
2019,6,7,15,30,16.5,48,19.5
2019,6,7,16,0,15.8,51,22.3
2019,6,7,16,30,15,56,19.3
2019,6,7,17,0,13.7,60,16.4
2019,6,7,17,30,11.9,68,15.8
2019,6,7,18,0,10.7,80,11.5
2019,6,7,18,30,9.1,92,9.5
2019,6,7,19,0,9.5,91,6.8
2019,6,7,19,30,9,90,7.1
2019,6,7,20,0,8,93,6.7
2019,6,7,20,30,7.5,96,7
2019,6,7,21,0,7.9,91,9.5
2019,6,7,21,30,8.1,90,6.6
2019,6,7,22,0,7.6,87,7.5
2019,6,7,22,30,5.9,91,9.9
2019,6,7,23,0,5.4,92,8.9
2019,6,7,23,30,4.9,93,10.6
2019,6,8,0,0,5.8,91,17.8
2019,6,8,0,30,6.5,89,20.4
2019,6,8,1,0,6.6,86,17.1
2019,6,8,1,30,6.5,86,20.1
2019,6,8,2,0,6.9,87,22.8
2019,6,8,2,30,7.9,82,21.1
2019,6,8,3,0,7.8,83,16.1
2019,6,8,3,30,7.9,79,14.7
2019,6,8,4,0,6.4,85,13
2019,6,8,4,30,6.1,86,3.1
2019,6,8,5,0,7.3,80,8.8
2019,6,8,5,30,6.6,85,17.4
2019,6,8,6,0,8.6,73,16.6
2019,6,8,6,30,8.8,72,15.9
2019,6,8,7,0,8.1,76,12.2
2019,6,8,7,30,8,77,16.8
2019,6,8,8,0,9.9,66,31.7
2019,6,8,8,30,9.7,69,28.3
2019,6,8,9,0,10.3,67,32.7
2019,6,8,9,30,12,59,27.7
2019,6,8,10,0,13.3,53,24.3
2019,6,8,10,30,13.9,54,27.9
2019,6,8,11,0,14.5,52,30.8
2019,6,8,11,30,15.3,51,39.1
2019,6,8,12,0,15.4,52,34.3
2019,6,8,12,30,16.1,52,29.2
2019,6,8,13,0,16.8,51,27.2
2019,6,8,13,30,17.2,51,28.1
2019,6,8,14,0,18.3,46,23.7
2019,6,8,14,30,18.2,41,29.4
2019,6,8,15,0,17.6,49,29.6
2019,6,8,15,30,17.1,50,26.5
2019,6,8,16,0,16.3,54,26.8
2019,6,8,16,30,15.3,59,24.6
2019,6,8,17,0,14.2,64,22.5
2019,6,8,17,30,12.9,71,19.4
2019,6,8,18,0,13.2,71,19
2019,6,8,18,30,11.7,79,21
2019,6,8,19,0,12.1,78,23.1
2019,6,8,19,30,11,82,21.7
2019,6,8,20,0,11.8,77,18.3
2019,6,8,20,30,10.2,86,14.3
2019,6,8,21,0,10.9,82,13.9
2019,6,8,21,30,10.6,82,16.2
2019,6,8,22,0,10.9,82,15.5
2019,6,8,22,30,10.2,86,25.8
2019,6,8,23,0,10.8,82,20.5
2019,6,8,23,30,11,82,19.2
2019,6,9,0,0,11.2,80,39.3
2019,6,9,0,30,10.9,81,29.1
2019,6,9,1,0,10.4,85,20.2
2019,6,9,1,30,10.5,83,14.8
2019,6,9,2,0,10.7,82,20.6
2019,6,9,2,30,10.4,83,26.5
2019,6,9,3,0,10.4,82,22.6
2019,6,9,3,30,10.3,83,23.3
2019,6,9,4,0,10.5,82,23.5
2019,6,9,4,30,9.8,84,18.6
2019,6,9,5,0,10,83,19.9
2019,6,9,5,30,9.7,84,26.4
2019,6,9,6,0,9.9,83,26.2
2019,6,9,6,30,10,82,29.5
2019,6,9,7,0,9.2,85,26.7
2019,6,9,7,30,9.6,83,28.4
2019,6,9,8,0,9.9,82,30.6
2019,6,9,8,30,10.1,81,35.8
2019,6,9,9,0,11.2,78,30.3
2019,6,9,9,30,12.1,75,31.6
2019,6,9,10,0,11.7,76,38.5
2019,6,9,10,30,11.5,77,38.9
2019,6,9,11,0,12.8,71,38
2019,6,9,11,30,13.7,66,42.8
2019,6,9,12,0,14.1,62,41.7
2019,6,9,12,30,14.7,60,37.6
2019,6,9,13,0,15.1,56,36.3
2019,6,9,13,30,15.3,58,34.3
2019,6,9,14,0,16,54,34.4
2019,6,9,14,30,16.6,55,34.8
2019,6,9,15,0,16.4,53,32.3
2019,6,9,15,30,15.2,59,34.3
2019,6,9,16,0,14.5,64,32.1
2019,6,9,16,30,14.3,67,29.9
2019,6,9,17,0,14.2,67,29.1
2019,6,9,17,30,13.8,73,23.4
2019,6,9,18,0,13.8,73,18.2
2019,6,9,18,30,13.7,75,21.2
2019,6,9,19,0,13.7,77,26
2019,6,9,19,30,13.7,77,32.5
2019,6,9,20,0,13.8,75,25.9
2019,6,9,20,30,14,75,28.4
2019,6,9,21,0,13.8,77,31.8
2019,6,9,21,30,13.9,79,33.6
2019,6,9,22,0,13.1,87,32.2
2019,6,9,22,30,13.1,87,26.5
2019,6,9,23,0,12.9,91,29.7
2019,6,9,23,30,13,89,26.5
2019,6,10,0,0,13,89,32
2019,6,10,0,30,13.3,88,38.2
2019,6,10,1,0,13.5,86,35.4
2019,6,10,1,30,13.4,88,40.3
2019,6,10,2,0,13.6,85,46.6
2019,6,10,2,30,13.5,86,46.5
2019,6,10,3,0,13.6,85,37.3
2019,6,10,3,30,13.7,83,35.4
2019,6,10,4,0,13.9,81,27.8
2019,6,10,4,30,13.9,81,35.6
2019,6,10,5,0,14.2,79,40.8
2019,6,10,5,30,13.5,87,31.2
2019,6,10,6,0,14.4,81,26.2
2019,6,10,6,30,14.7,77,27.9
2019,6,10,7,0,14.6,76,31.2
2019,6,10,7,30,14.8,75,32.9
2019,6,10,8,0,15.1,71,35
2019,6,10,8,30,14.4,74,31.2
2019,6,10,9,0,14.1,74,25.6
2019,6,10,9,30,13.6,80,24.9
2019,6,10,10,0,14.3,76,23.6
2019,6,10,10,30,16,63,26
2019,6,10,11,0,16.6,56,29.4
2019,6,10,11,30,17.2,50,28.9
2019,6,10,12,0,17.1,45,34
2019,6,10,12,30,17.7,44,35.5
2019,6,10,13,0,16.6,46,37.8
2019,6,10,13,30,16.3,48,29.9
2019,6,10,14,0,17.4,42,27.6
2019,6,10,14,30,17.2,41,30.5
2019,6,10,15,0,17.2,43,29
2019,6,10,15,30,17.4,42,27.9
2019,6,10,16,0,16.6,45,24.5
2019,6,10,16,30,16.3,47,16.7
2019,6,10,17,0,15,53,15
2019,6,10,17,30,14.3,58,15.2
2019,6,10,18,0,13.8,59,15.2
2019,6,10,18,30,12.7,67,17
2019,6,10,19,0,11.4,74,17.5
2019,6,10,19,30,11.4,74,17.3
2019,6,10,20,0,11.3,75,19
2019,6,10,20,30,11.9,72,24.1
2019,6,10,21,0,12.1,73,23.8
2019,6,10,21,30,12,73,23.1
2019,6,10,22,0,11.6,73,20.6
2019,6,10,22,30,10.1,82,18.9
2019,6,10,23,0,10.3,81,18.9
2019,6,10,23,30,9.7,84,18.3
2019,6,11,0,0,9.5,85,18.5
2019,6,11,0,30,10.4,82,19.9
2019,6,11,1,0,9.6,85,21
2019,6,11,1,30,9.1,86,18.7
2019,6,11,2,0,9.5,85,19.1
2019,6,11,2,30,10,82,20.3
2019,6,11,3,0,10.4,80,19.6
2019,6,11,3,30,9.8,83,20.7
2019,6,11,4,0,9.7,82,21.8
2019,6,11,4,30,10.2,79,23.3
2019,6,11,5,0,9.8,83,23.7
2019,6,11,5,30,9.5,84,24.7
2019,6,11,6,0,9.7,83,24.1
2019,6,11,6,30,9.5,84,24.8
2019,6,11,7,0,8.9,86,24.2
2019,6,11,7,30,8.8,86,22
2019,6,11,8,0,9.3,85,21.7
2019,6,11,8,30,10.3,81,22
2019,6,11,9,0,11.5,77,22.2
2019,6,11,9,30,12.2,74,27.4
2019,6,11,10,0,13,71,30.5
2019,6,11,10,30,13.6,68,28.3
2019,6,11,11,0,14.6,64,28.8
2019,6,11,11,30,15.3,62,31
2019,6,11,12,0,15.3,63,32.8
2019,6,11,12,30,15.6,62,33.6
2019,6,11,13,0,16.1,58,31.5
2019,6,11,13,30,16.5,58,33.9
2019,6,11,14,0,16.3,59,31.9
2019,6,11,14,30,16.5,58,32.5
2019,6,11,15,0,16.5,56,34.2
2019,6,11,15,30,16.3,57,32
2019,6,11,16,0,15.9,58,33.7
2019,6,11,16,30,15.4,61,30.6
2019,6,11,17,0,14.7,65,26.3
2019,6,11,17,30,13.7,70,25
2019,6,11,18,0,13.4,72,22.9
2019,6,11,18,30,13.4,72,23.6
2019,6,11,19,0,13,72,22.8
2019,6,11,19,30,12.7,73,23.9
2019,6,11,20,0,13,71,27.2
2019,6,11,20,30,12.7,72,30
2019,6,11,21,0,12.8,71,29.3
2019,6,11,21,30,12.4,73,19.9
2019,6,11,22,0,12.7,71,32.8
2019,6,11,22,30,12.2,74,28.7
2019,6,11,23,0,12.6,70,29.7
2019,6,11,23,30,13.1,65,31.1
2019,6,12,0,0,13.2,64,29.9
2019,6,12,0,30,12.9,66,37.9
2019,6,12,1,0,13.4,66,40
2019,6,12,1,30,13.2,67,53.9
2019,6,12,2,0,13.1,69,41.4
2019,6,12,2,30,13.6,70,34.4
2019,6,12,3,0,13.8,71,32.1
2019,6,12,3,30,14.6,70,26.7
2019,6,12,4,0,15.6,68,37.7
2019,6,12,4,30,15.3,68,53.8
2019,6,12,5,0,15.1,69,49.5
2019,6,12,5,30,15.3,66,53.9
2019,6,12,6,0,15.1,66,55.9
2019,6,12,6,30,15.3,64,50.8
2019,6,12,7,0,15.3,63,53.2
2019,6,12,7,30,15.6,62,54.1
2019,6,12,8,0,15.5,63,43.5
2019,6,12,8,30,13.5,82,45.1
2019,6,12,9,0,13.2,85,38.9
2019,6,12,9,30,13.5,84,39.3
2019,6,12,10,0,13.6,85,39.9
2019,6,12,10,30,13.6,87,38.4
2019,6,12,11,0,13.9,89,36.4
2019,6,12,11,30,13.7,90,36.8
2019,6,12,12,0,13.3,93,39.1
2019,6,12,12,30,13.4,92,40.9
2019,6,12,13,0,13.6,91,41.7
2019,6,12,13,30,14.1,91,37.3
2019,6,12,14,0,15.1,84,34.7
2019,6,12,14,30,15.8,81,36.2
2019,6,12,15,0,14.9,90,25.6
2019,6,12,15,30,15.4,78,22.9
2019,6,12,16,0,15.3,79,27.2
2019,6,12,16,30,15.2,76,31.2
2019,6,12,17,0,15.4,72,30.1
2019,6,12,17,30,15.2,73,24
2019,6,12,18,0,15.3,71,21
2019,6,12,18,30,15,75,24.5
2019,6,12,19,0,14.5,77,23.7
2019,6,12,19,30,14.3,78,19.8
2019,6,12,20,0,14.3,77,17.4
2019,6,12,20,30,14.5,74,13.9
2019,6,12,21,0,13.9,79,14.3
2019,6,12,21,30,13.1,84,13.3
2019,6,12,22,0,11.9,85,18
2019,6,12,22,30,11.6,89,12.5
2019,6,12,23,0,11.8,85,15.5
2019,6,12,23,30,11.4,91,13.1
2019,6,13,0,0,11.2,90,15
2019,6,13,0,30,10.3,92,14.1
2019,6,13,1,0,9.1,93,11.8
2019,6,13,1,30,9.3,93,12.1
2019,6,13,2,0,8.8,92,12
2019,6,13,2,30,8.8,90,11.6
2019,6,13,3,0,8.4,92,14.5
2019,6,13,3,30,9.1,86,14.8
2019,6,13,4,0,8.8,86,15
2019,6,13,4,30,8.4,85,16.1
2019,6,13,5,0,9,82,16.7
2019,6,13,5,30,7.7,89,20.1
2019,6,13,6,0,8,87,20.2
2019,6,13,6,30,9.4,79,20.3
2019,6,13,7,0,7.6,87,22.4
2019,6,13,7,30,7.3,88,19.7
2019,6,13,8,0,9.4,78,21.1
2019,6,13,8,30,9.4,78,23.9
2019,6,13,9,0,10.4,76,22.3
2019,6,13,9,30,11.3,71,24.1
2019,6,13,10,0,12.3,68,24.1
2019,6,13,10,30,13.1,67,24.8
2019,6,13,11,0,13.6,62,25.9
2019,6,13,11,30,14.7,62,25.6
2019,6,13,12,0,15,59,22.3
2019,6,13,12,30,16,56,23.1
2019,6,13,13,0,15.6,53,25.9
2019,6,13,13,30,15.8,52,28.3
2019,6,13,14,0,15.7,53,25.9
2019,6,13,14,30,16,53,25
2019,6,13,15,0,15.9,52,24.1
2019,6,13,15,30,15.4,53,20
2019,6,13,16,0,14.9,57,18.7
2019,6,13,16,30,14.9,56,16.8
2019,6,13,17,0,13.6,63,18.5
2019,6,13,17,30,12.6,69,18.5
2019,6,13,18,0,12.8,70,17.4
2019,6,13,18,30,13.1,69,21.5
2019,6,13,19,0,13,68,21.6
2019,6,13,19,30,13.1,70,23.1
2019,6,13,20,0,11.6,86,16.6
2019,6,13,20,30,11,95,7.4
2019,6,13,21,0,11,95,2.3
2019,6,13,21,30,10.9,95,5.2
2019,6,13,22,0,10.8,95,3.4
2019,6,13,22,30,10.6,97,7.9
2019,6,13,23,0,9.9,97,11.2
2019,6,13,23,30,10.3,93,12.7
2019,6,14,0,0,10,93,12.8
2019,6,14,0,30,9.6,96,14.3
2019,6,14,1,0,10.4,95,13
2019,6,14,1,30,10.7,92,13.7
2019,6,14,2,0,10.7,88,12.9
2019,6,14,2,30,9.4,96,11.9
2019,6,14,3,0,8.9,96,9.8
2019,6,14,3,30,9.1,93,11.3
2019,6,14,4,0,9.2,92,16.3
2019,6,14,4,30,8.4,94,18.2
2019,6,14,5,0,9.1,90,18.9
2019,6,14,5,30,10,86,20.7
2019,6,14,6,0,10.4,82,23.6
2019,6,14,6,30,10.6,79,25.2
2019,6,14,7,0,10.6,81,26.8
2019,6,14,7,30,11.2,76,27
2019,6,14,8,0,11.3,77,24.2
2019,6,14,8,30,11.4,74,23.3
2019,6,14,9,0,12.3,74,25.3
2019,6,14,9,30,12.5,75,24.3
2019,6,14,10,0,13.6,71,22
2019,6,14,10,30,13.8,65,24.3
2019,6,14,11,0,14.7,62,23.2
2019,6,14,11,30,14.6,60,21.4
2019,6,14,12,0,15.5,59,24.5
2019,6,14,12,30,15.7,57,25.8
2019,6,14,13,0,15.8,57,29.3
2019,6,14,13,30,15.7,54,25.1
2019,6,14,14,0,15.9,55,28
2019,6,14,14,30,16.1,57,27.8
2019,6,14,15,0,15.8,58,25
2019,6,14,15,30,15.5,61,24.9
2019,6,14,16,0,15,63,22
2019,6,14,16,30,14.9,62,17
2019,6,14,17,0,14.7,64,20
2019,6,14,17,30,14.3,65,21
2019,6,14,18,0,13.5,75,19
2019,6,14,18,30,11.4,82,24.3
2019,6,14,19,0,10.8,85,11.1
2019,6,14,19,30,10,87,11.9
2019,6,14,20,0,10,86,12.6
2019,6,14,20,30,9.1,92,12.1
2019,6,14,21,0,9.7,89,10.4
2019,6,14,21,30,9.4,87,9.5
2019,6,14,22,0,9.5,84,11.2
2019,6,14,22,30,9.3,80,12.2
2019,6,14,23,0,9.1,80,12.1
2019,6,14,23,30,8.2,85,12.8
2019,6,15,0,0,9.2,79,14.9
2019,6,15,0,30,8.6,82,17.9
2019,6,15,1,0,8,86,16.3
2019,6,15,1,30,8.1,86,16.8
2019,6,15,2,0,8.9,81,15.8
2019,6,15,2,30,9.1,80,14.9
2019,6,15,3,0,9.1,79,19
2019,6,15,3,30,9.5,75,19
2019,6,15,4,0,9.6,74,19
2019,6,15,4,30,9.7,74,17.5
2019,6,15,5,0,9.4,76,17.2
2019,6,15,5,30,9.5,75,16.4
2019,6,15,6,0,9.9,73,16.7
2019,6,15,6,30,9.6,79,17.5
2019,6,15,7,0,9.4,81,18.1
2019,6,15,7,30,9.8,80,15.2
2019,6,15,8,0,10.8,76,16.5
2019,6,15,8,30,11,76,17.8
2019,6,15,9,0,10.4,81,18.8
2019,6,15,9,30,11.7,73,18.4
2019,6,15,10,0,12,76,18.7
2019,6,15,10,30,12.3,75,17
2019,6,15,11,0,13.2,70,17.9
2019,6,15,11,30,13.7,63,12.1
2019,6,15,12,0,13.7,64,10
2019,6,15,12,30,13.6,64,10.4
2019,6,15,13,0,13.8,62,9.2
2019,6,15,13,30,14.1,54,7.9
2019,6,15,14,0,14.4,57,8.4
2019,6,15,14,30,14,61,10.9
2019,6,15,15,0,13.9,60,9.1
2019,6,15,15,30,13.8,62,7.8
2019,6,15,16,0,13.9,61,7.3
2019,6,15,16,30,12.4,74,9.3
2019,6,15,17,0,11.6,79,9.2
2019,6,15,17,30,10.3,83,8.8
2019,6,15,18,0,10.1,86,9.6
2019,6,15,18,30,10,86,12.2
2019,6,15,19,0,9.4,91,15
2019,6,15,19,30,9.4,92,16.1
2019,6,15,20,0,9.5,92,15.8
2019,6,15,20,30,9.6,91,17.3
2019,6,15,21,0,9.9,87,20.2
2019,6,15,21,30,9.5,85,21.8
2019,6,15,22,0,8.6,90,22.6
2019,6,15,22,30,9.2,86,18.5
2019,6,15,23,0,8.9,86,19.2
2019,6,15,23,30,8.9,86,21.4
2019,6,16,0,0,8.5,89,23.5
2019,6,16,0,30,8,90,24.2
2019,6,16,1,0,8.1,90,24.4
2019,6,16,1,30,8.5,89,24
2019,6,16,2,0,8.8,88,22.9
2019,6,16,2,30,9.4,85,21
2019,6,16,3,0,9.6,84,20.7
2019,6,16,3,30,9.4,85,18.8
2019,6,16,4,0,9.5,84,18.3
2019,6,16,4,30,9.2,88,18.2
2019,6,16,5,0,9.3,88,19.5
2019,6,16,5,30,9.8,85,20.5
2019,6,16,6,0,9.8,85,21.3
2019,6,16,6,30,9.2,90,18.8
2019,6,16,7,0,10,86,17
2019,6,16,7,30,10.1,87,21
2019,6,16,8,0,10.3,86,22.2
2019,6,16,8,30,10.8,85,21.1
2019,6,16,9,0,10.8,85,19
2019,6,16,9,30,11.4,81,19.4
2019,6,16,10,0,12.2,78,22.8
2019,6,16,10,30,12.6,75,22.3
2019,6,16,11,0,14,71,21.8
2019,6,16,11,30,13.9,72,22.4
2019,6,16,12,0,14.4,69,19.2
2019,6,16,12,30,14.9,68,18.9
2019,6,16,13,0,14.5,67,17.6
2019,6,16,13,30,14.5,70,14.5
2019,6,16,14,0,14,67,14.7
2019,6,16,14,30,15,59,16.1
2019,6,16,15,0,15.3,66,17.2
2019,6,16,15,30,13.8,70,15.5
2019,6,16,16,0,14,70,12.8
2019,6,16,16,30,13.3,69,13.3
2019,6,16,17,0,12,77,10.9
2019,6,16,17,30,11.7,79,10.4
2019,6,16,18,0,11.2,80,2.9
2019,6,16,18,30,10.3,86,10.3
2019,6,16,19,0,10.5,82,15.4
2019,6,16,19,30,10.7,81,17.2
2019,6,16,20,0,10.6,82,18.2
2019,6,16,20,30,10.1,84,18
2019,6,16,21,0,10,84,16.7
2019,6,16,21,30,9.5,85,19.7
2019,6,16,22,0,9,85,20.6
2019,6,16,22,30,9.1,81,18.6
2019,6,16,23,0,8.1,87,18.1
2019,6,16,23,30,8.5,83,18
2019,6,17,0,0,8.7,84,16.4
2019,6,17,0,30,8.6,83,18
2019,6,17,1,0,8.8,84,16.4
2019,6,17,1,30,8.8,85,16.8
2019,6,17,2,0,8.5,83,16.6
2019,6,17,2,30,8.4,83,16.7
2019,6,17,3,0,8.4,82,15.4
2019,6,17,3,30,7.2,88,16.9
2019,6,17,4,0,7.9,84,15.4
2019,6,17,4,30,7.1,87,16.2
2019,6,17,5,0,7.1,87,16.3
2019,6,17,5,30,6.8,88,15.2
2019,6,17,6,0,7.7,83,18
2019,6,17,6,30,7.4,84,20.1
2019,6,17,7,0,7.6,81,20.3
2019,6,17,7,30,7,84,21.4
2019,6,17,8,0,7.7,80,22.6
2019,6,17,8,30,8.3,81,22.1
2019,6,17,9,0,8.9,77,23.3
2019,6,17,9,30,10,75,20.6
2019,6,17,10,0,11.6,73,18.1
2019,6,17,10,30,13.1,69,16.5
2019,6,17,11,0,14.1,64,18.4
2019,6,17,11,30,14.5,58,19.5
2019,6,17,12,0,15,62,20.8
2019,6,17,12,30,15.5,59,20.9
2019,6,17,13,0,16.3,58,19.4
2019,6,17,13,30,16.3,59,18.6
2019,6,17,14,0,16.9,45,16.7
2019,6,17,14,30,16.7,45,18.2
2019,6,17,15,0,16.9,44,17.7
2019,6,17,15,30,16.5,47,15.5
2019,6,17,16,0,15.4,52,17.6
2019,6,17,16,30,14.7,55,15.1
2019,6,17,17,0,13.3,62,15.9
2019,6,17,17,30,12.2,66,15.7
2019,6,17,18,0,11.1,73,16.6
2019,6,17,18,30,10.1,79,16.8
2019,6,17,19,0,10.3,84,17.7
2019,6,17,19,30,9.5,87,14.3
2019,6,17,20,0,10,86,16.6
2019,6,17,20,30,9.7,87,22.7
2019,6,17,21,0,9.1,90,21.6
2019,6,17,21,30,9,90,24.2
2019,6,17,22,0,8.9,92,29.3
2019,6,17,22,30,9.5,89,24.1
2019,6,17,23,0,9.7,89,31.6
2019,6,17,23,30,9.9,89,34.2
2019,6,18,0,0,10,88,32
2019,6,18,0,30,9.8,89,29.8
2019,6,18,1,0,10.2,87,29.4
2019,6,18,1,30,10.2,87,32.1
2019,6,18,2,0,10,87,32.4
2019,6,18,2,30,10,86,34
2019,6,18,3,0,9.9,86,34.9
2019,6,18,3,30,10,84,31.4
2019,6,18,4,0,9.8,85,30.3
